dimension,category,study_id
study_type,Approach,U232
study_type,Approach,U234
study_type,Approach,U236
study_type,Approach,U237
study_type,Approach,U238
study_type,Empirical,SN006
study_type,Empirical,SN009
study_type,Empirical,SN017
study_type,Empirical,U007
study_type,Empirical,U010
study_type,Empirical,U012
study_type,Empirical,U015
study_type,Empirical,U016
study_type,Empirical,U018
study_type,Empirical,U019
study_type,Empirical,U023
study_type,Empirical,U028
study_type,Empirical,U035
study_type,Empirical,U040
study_type,Empirical,U046
study_type,Empirical,U047
study_type,Empirical,U048
study_type,Empirical,U051
study_type,Empirical,U052
study_type,Empirical,U053
study_type,Empirical,U055
study_type,Empirical,U056
study_type,Empirical,U060
study_type,Empirical,U065
study_type,Empirical,U067
study_type,Empirical,U069
study_type,Empirical,U070
study_type,Empirical,U077
study_type,Empirical,U078
study_type,Empirical,U079
study_type,Empirical,U088
study_type,Empirical,U089
study_type,Empirical,U090
study_type,Empirical,U095
study_type,Empirical,U101
study_type,Empirical,U107
study_type,Empirical,U140
study_type,Empirical,U147
study_type,Empirical,U160
study_type,Empirical,U166
study_type,Empirical,U173
study_type,Empirical,U177
study_type,Empirical,U193
study_type,Empirical,U196
study_type,Empirical,U203
study_type,Empirical,U204
study_type,Empirical,U206
study_type,Empirical,U207
study_type,Empirical,U208
study_type,Empirical,U211
study_type,Empirical,U212
study_type,Empirical,U215
study_type,Empirical,U224
study_type,Empirical,U230
study_type,Empirical,U233
study_type,Empirical,U235
study_type,Empirical,U237
study_type,Empirical,U239
study_type,Benchmark,SN006
study_type,Benchmark,U032
study_type,Benchmark,U061
study_type,Benchmark,U068
study_type,Benchmark,U073
study_type,Benchmark,U092
study_type,Benchmark,U095
study_type,Benchmark,U129
study_type,Benchmark,U140
study_type,Benchmark,U141
study_type,Benchmark,U154
study_type,Benchmark,U155
study_type,Benchmark,U160
study_type,Benchmark,U171
study_type,Benchmark,U173
study_type,Benchmark,U175
study_type,Benchmark,U177
study_type,Benchmark,U178
study_type,Benchmark,U196
study_type,Benchmark,U203
study_type,Benchmark,U204
study_type,Benchmark,U213
study_type,Benchmark,U220
study_type,Benchmark,U227
study_type,Dataset,U002
study_type,Dataset,U063
study_type,Dataset,U082
study_type,Dataset,U095
study_type,Dataset,U106
study_type,Dataset,U118
study_type,Dataset,U136
study_type,Dataset,U158
study_type,Dataset,U163
study_type,Dataset,U177
study_type,Dataset,U180
study_type,Dataset,U181
study_type,Dataset,U182
study_type,Dataset,U197
study_type,Dataset,U206
model,GPT-3.5,SN003
model,GPT-3.5,SN006
model,GPT-3.5,SN009
model,GPT-3.5,SN010
model,GPT-3.5,SN011
model,GPT-3.5,SN013
model,GPT-3.5,SN016
model,GPT-3.5,U010
model,GPT-3.5,U012
model,GPT-3.5,U014
model,GPT-3.5,U016
model,GPT-3.5,U018
model,GPT-3.5,U019
model,GPT-3.5,U020
model,GPT-3.5,U026
model,GPT-3.5,U032
model,GPT-3.5,U036
model,GPT-3.5,U038
model,GPT-3.5,U039
model,GPT-3.5,U041
model,GPT-3.5,U043
model,GPT-3.5,U046
model,GPT-3.5,U047
model,GPT-3.5,U048
model,GPT-3.5,U049
model,GPT-3.5,U056
model,GPT-3.5,U058
model,GPT-3.5,U059
model,GPT-3.5,U060
model,GPT-3.5,U062
model,GPT-3.5,U070
model,GPT-3.5,U071
model,GPT-3.5,U072
model,GPT-3.5,U073
model,GPT-3.5,U074
model,GPT-3.5,U075
model,GPT-3.5,U079
model,GPT-3.5,U084
model,GPT-3.5,U086
model,GPT-3.5,U088
model,GPT-3.5,U090
model,GPT-3.5,U093
model,GPT-3.5,U094
model,GPT-3.5,U099
model,GPT-3.5,U103
model,GPT-3.5,U107
model,GPT-3.5,U111
model,GPT-3.5,U118
model,GPT-3.5,U166
model,GPT-3.5,U167
model,GPT-3.5,U169
model,GPT-3.5,U188
model,GPT-3.5,U203
model,GPT-3.5,U211
model,GPT-3.5,U237
model,CodeLlama,SN001
model,CodeLlama,SN006
model,CodeLlama,SN010
model,CodeLlama,SN017
model,CodeLlama,U015
model,CodeLlama,U017
model,CodeLlama,U019
model,CodeLlama,U020
model,CodeLlama,U023
model,CodeLlama,U032
model,CodeLlama,U043
model,CodeLlama,U049
model,CodeLlama,U051
model,CodeLlama,U053
model,CodeLlama,U054
model,CodeLlama,U055
model,CodeLlama,U057
model,CodeLlama,U061
model,CodeLlama,U065
model,CodeLlama,U066
model,CodeLlama,U068
model,CodeLlama,U070
model,CodeLlama,U072
model,CodeLlama,U073
model,CodeLlama,U077
model,CodeLlama,U078
model,CodeLlama,U087
model,CodeLlama,U088
model,CodeLlama,U100
model,CodeLlama,U104
model,CodeLlama,U105
model,CodeLlama,U107
model,CodeLlama,U108
model,CodeLlama,U109
model,CodeLlama,U140
model,CodeLlama,U142
model,CodeLlama,U153
model,CodeLlama,U158
model,CodeLlama,U159
model,CodeLlama,U160
model,CodeLlama,U166
model,CodeLlama,U176
model,CodeLlama,U180
model,CodeLlama,U185
model,CodeLlama,U203
model,CodeLlama,U209
model,GPT-4o,SN006
model,GPT-4o,SN011
model,GPT-4o,SN012
model,GPT-4o,SN013
model,GPT-4o,U042
model,GPT-4o,U046
model,GPT-4o,U059
model,GPT-4o,U064
model,GPT-4o,U067
model,GPT-4o,U068
model,GPT-4o,U071
model,GPT-4o,U073
model,GPT-4o,U077
model,GPT-4o,U086
model,GPT-4o,U091
model,GPT-4o,U092
model,GPT-4o,U097
model,GPT-4o,U105
model,GPT-4o,U110
model,GPT-4o,U111
model,GPT-4o,U116
model,GPT-4o,U117
model,GPT-4o,U118
model,GPT-4o,U119
model,GPT-4o,U122
model,GPT-4o,U127
model,GPT-4o,U131
model,GPT-4o,U132
model,GPT-4o,U134
model,GPT-4o,U172
model,GPT-4o,U178
model,GPT-4o,U192
model,GPT-4o,U193
model,GPT-4o,U206
model,GPT-4o,U217
model,GPT-4o,U222
model,GPT-4o,U231
model,GPT-4o,U238
model,GPT-4o,U239
model,GPT-4,SN006
model,GPT-4,U015
model,GPT-4,U017
model,GPT-4,U020
model,GPT-4,U030
model,GPT-4,U032
model,GPT-4,U039
model,GPT-4,U045
model,GPT-4,U052
model,GPT-4,U055
model,GPT-4,U058
model,GPT-4,U069
model,GPT-4,U070
model,GPT-4,U072
model,GPT-4,U074
model,GPT-4,U075
model,GPT-4,U077
model,GPT-4,U082
model,GPT-4,U084
model,GPT-4,U099
model,GPT-4,U107
model,GPT-4,U111
model,GPT-4,U118
model,GPT-4,U166
model,GPT-4,U169
model,GPT-4,U203
model,GPT-4,U211
model,GPT-4,U239
model,DeepSeek-V3,SN001
model,DeepSeek-V3,SN005
model,DeepSeek-V3,SN015
model,DeepSeek-V3,U018
model,DeepSeek-V3,U082
model,DeepSeek-V3,U086
model,DeepSeek-V3,U110
model,DeepSeek-V3,U119
model,DeepSeek-V3,U120
model,DeepSeek-V3,U122
model,DeepSeek-V3,U131
model,DeepSeek-V3,U132
model,DeepSeek-V3,U145
model,DeepSeek-V3,U147
model,DeepSeek-V3,U148
model,DeepSeek-V3,U162
model,DeepSeek-V3,U165
model,DeepSeek-V3,U171
model,DeepSeek-V3,U172
model,DeepSeek-V3,U175
model,DeepSeek-V3,U195
model,DeepSeek-V3,U199
model,DeepSeek-V3,U208
model,DeepSeek-V3,U222
model,DeepSeek-V3,U224
model,DeepSeek-Coder,SN001
model,DeepSeek-Coder,SN006
model,DeepSeek-Coder,U015
model,DeepSeek-Coder,U017
model,DeepSeek-Coder,U020
model,DeepSeek-Coder,U059
model,DeepSeek-Coder,U066
model,DeepSeek-Coder,U070
model,DeepSeek-Coder,U088
model,DeepSeek-Coder,U107
model,DeepSeek-Coder,U142
model,DeepSeek-Coder,U158
model,DeepSeek-Coder,U160
model,DeepSeek-Coder,U163
model,DeepSeek-Coder,U169
model,DeepSeek-Coder,U176
model,DeepSeek-Coder,U185
model,DeepSeek-Coder,U203
model,DeepSeek-Coder,U209
model,DeepSeek-Coder,U232
model,CodeT5,SN004
model,CodeT5,U006
model,CodeT5,U008
model,CodeT5,U024
model,CodeT5,U043
model,CodeT5,U051
model,CodeT5,U088
model,CodeT5,U093
model,CodeT5,U098
model,CodeT5,U104
model,CodeT5,U106
model,CodeT5,U108
model,CodeT5,U109
model,CodeT5,U158
model,CodeT5,U163
model,CodeT5,U181
model,CodeT5,U182
model,CodeT5,U190
model,CodeT5,U225
model,Llama 3,SN002
model,Llama 3,SN006
model,Llama 3,SN007
model,Llama 3,SN010
model,Llama 3,SN013
model,Llama 3,U055
model,Llama 3,U059
model,Llama 3,U061
model,Llama 3,U064
model,Llama 3,U073
model,Llama 3,U075
model,Llama 3,U088
model,Llama 3,U097
model,Llama 3,U107
model,Llama 3,U118
model,Llama 3,U157
model,Llama 3,U182
model,Llama 3,U224
model,GPT-4o-mini,SN005
model,GPT-4o-mini,SN006
model,GPT-4o-mini,SN016
model,GPT-4o-mini,U115
model,GPT-4o-mini,U122
model,GPT-4o-mini,U123
model,GPT-4o-mini,U124
model,GPT-4o-mini,U126
model,GPT-4o-mini,U127
model,GPT-4o-mini,U133
model,GPT-4o-mini,U135
model,GPT-4o-mini,U174
model,GPT-4o-mini,U176
model,GPT-4o-mini,U177
model,GPT-4o-mini,U194
model,GPT-4o-mini,U199
model,GPT-4o-mini,U209
model,Llama 3.1,SN006
model,Llama 3.1,SN007
model,Llama 3.1,U046
model,Llama 3.1,U061
model,Llama 3.1,U068
model,Llama 3.1,U071
model,Llama 3.1,U088
model,Llama 3.1,U091
model,Llama 3.1,U094
model,Llama 3.1,U100
model,Llama 3.1,U102
model,Llama 3.1,U142
model,Llama 3.1,U153
model,Llama 3.1,U159
model,Llama 3.1,U177
model,Llama 3.1,U201
model,Qwen2.5-Coder,SN017
model,Qwen2.5-Coder,U065
model,Qwen2.5-Coder,U071
model,Qwen2.5-Coder,U136
model,Qwen2.5-Coder,U142
model,Qwen2.5-Coder,U153
model,Qwen2.5-Coder,U160
model,Qwen2.5-Coder,U163
model,Qwen2.5-Coder,U169
model,Qwen2.5-Coder,U172
model,Qwen2.5-Coder,U173
model,Qwen2.5-Coder,U176
model,Qwen2.5-Coder,U196
model,Qwen2.5-Coder,U197
model,Qwen2.5-Coder,U232
model,Qwen2.5-Coder,U233
model,CodeBERT,U005
model,CodeBERT,U040
model,CodeBERT,U051
model,CodeBERT,U087
model,CodeBERT,U088
model,CodeBERT,U089
model,CodeBERT,U090
model,CodeBERT,U093
model,CodeBERT,U104
model,CodeBERT,U108
model,CodeBERT,U109
model,CodeBERT,U140
model,CodeBERT,U158
model,CodeBERT,U182
model,CodeBERT,U188
model,Llama 3.3,U082
model,Llama 3.3,U115
model,Llama 3.3,U123
model,Llama 3.3,U130
model,Llama 3.3,U149
model,Llama 3.3,U156
model,Llama 3.3,U171
model,Llama 3.3,U173
model,Llama 3.3,U178
model,Llama 3.3,U196
model,Llama 3.3,U199
model,Llama 3.3,U204
model,Llama 3.3,U235
model,Codex,U009
model,Codex,U016
model,Codex,U022
model,Codex,U027
model,Codex,U033
model,Codex,U034
model,Codex,U047
model,Codex,U083
model,Codex,U084
model,Codex,U099
model,CodeGen,SN009
model,CodeGen,U029
model,CodeGen,U065
model,CodeGen,U078
model,CodeGen,U083
model,CodeGen,U084
model,CodeGen,U088
model,CodeGen,U096
model,CodeGen,U099
model,GPT-5-mini,U137
model,GPT-5-mini,U141
model,GPT-5-mini,U162
model,GPT-5-mini,U198
model,GPT-5-mini,U203
model,GPT-5-mini,U223
model,GPT-5-mini,U227
model,GPT-5-mini,U234
model,GPT-5-mini,U235
model,Qwen2.5,SN007
model,Qwen2.5,SN008
model,Qwen2.5,U142
model,Qwen2.5,U153
model,Qwen2.5,U173
model,Qwen2.5,U197
model,Qwen2.5,U201
model,Qwen2.5,U202
model,Qwen2.5,U236
model,StarCoder,SN009
model,StarCoder,SN017
model,StarCoder,U016
model,StarCoder,U043
model,StarCoder,U047
model,StarCoder,U065
model,StarCoder,U088
model,StarCoder,U104
model,StarCoder,U158
model,Codestral,SN005
model,Codestral,SN017
model,Codestral,U026
model,Codestral,U068
model,Codestral,U107
model,Codestral,U197
model,Codestral,U204
model,Codestral,U212
model,GraphCodeBERT,U051
model,GraphCodeBERT,U081
model,GraphCodeBERT,U087
model,GraphCodeBERT,U088
model,GraphCodeBERT,U093
model,GraphCodeBERT,U108
model,GraphCodeBERT,U109
model,GraphCodeBERT,U182
model,Qwen3-Coder,U137
model,Qwen3-Coder,U175
model,Qwen3-Coder,U198
model,Qwen3-Coder,U200
model,Qwen3-Coder,U214
model,Qwen3-Coder,U223
model,Qwen3-Coder,U224
model,Qwen3-Coder,U231
model,StarCoder2,SN006
model,StarCoder2,U049
model,StarCoder2,U054
model,StarCoder2,U065
model,StarCoder2,U088
model,StarCoder2,U107
model,StarCoder2,U157
model,StarCoder2,U180
model,Qwen3,SN008
model,Qwen3,U132
model,Qwen3,U192
model,Qwen3,U196
model,Qwen3,U201
model,Qwen3,U204
model,Qwen3,U222
model,UniXcoder,U051
model,UniXcoder,U087
model,UniXcoder,U088
model,UniXcoder,U093
model,UniXcoder,U108
model,UniXcoder,U109
model,UniXcoder,U188
model,CodeGPT,U035
model,CodeGPT,U051
model,CodeGPT,U078
model,CodeGPT,U088
model,CodeGPT,U096
model,CodeGPT,U109
model,DeepSeek-R1,U118
model,DeepSeek-R1,U127
model,DeepSeek-R1,U128
model,DeepSeek-R1,U147
model,DeepSeek-R1,U148
model,DeepSeek-R1,U239
model,DeepSeek-R1-Distill,U136
model,DeepSeek-R1-Distill,U142
model,DeepSeek-R1-Distill,U159
model,DeepSeek-R1-Distill,U178
model,DeepSeek-R1-Distill,U191
model,DeepSeek-R1-Distill,U232
model,Mistral,U026
model,Mistral,U061
model,Mistral,U075
model,Mistral,U166
model,Mistral,U211
model,Mistral,U224
model,o4-mini,U129
model,o4-mini,U147
model,o4-mini,U148
model,o4-mini,U194
model,o4-mini,U208
model,o4-mini,U216
model,BART,U002
model,BART,U011
model,BART,U013
model,BART,U125
model,BART,U190
model,Claude 3.5 Sonnet,SN002
model,Claude 3.5 Sonnet,U123
model,Claude 3.5 Sonnet,U192
model,Claude 3.5 Sonnet,U203
model,Claude 3.5 Sonnet,U239
model,Claude 3.7 Sonnet,U082
model,Claude 3.7 Sonnet,U117
model,Claude 3.7 Sonnet,U134
model,Claude 3.7 Sonnet,U179
model,Claude 3.7 Sonnet,U208
model,CodeGemma,U043
model,CodeGemma,U078
model,CodeGemma,U088
model,CodeGemma,U180
model,CodeGemma,U203
model,CodeQwen1.5,SN006
model,CodeQwen1.5,U049
model,CodeQwen1.5,U054
model,CodeQwen1.5,U157
model,CodeQwen1.5,U203
model,DeepSeek-V3.2,U145
model,DeepSeek-V3.2,U154
model,DeepSeek-V3.2,U155
model,DeepSeek-V3.2,U204
model,DeepSeek-V3.2,U223
model,GPT-4.1,SN005
model,GPT-4.1,U147
model,GPT-4.1,U148
model,GPT-4.1,U155
model,GPT-4.1,U171
model,Gemini 2.5 Pro,U082
model,Gemini 2.5 Pro,U147
model,Gemini 2.5 Pro,U148
model,Gemini 2.5 Pro,U208
model,Gemini 2.5 Pro,U238
model,InCoder,SN009
model,InCoder,U043
model,InCoder,U083
model,InCoder,U088
model,InCoder,U099
model,Mistral Large,U052
model,Mistral Large,U092
model,Mistral Large,U115
model,Mistral Large,U117
model,Mistral Large,U217
model,CodeGen2,SN009
model,CodeGen2,U045
model,CodeGen2,U065
model,CodeGen2,U088
model,CodeT5+,SN009
model,CodeT5+,U029
model,CodeT5+,U080
model,CodeT5+,U088
model,DeepSeek-V3.1,U124
model,DeepSeek-V3.1,U129
model,DeepSeek-V3.1,U133
model,DeepSeek-V3.1,U200
model,GPT-4.1-mini,U135
model,GPT-4.1-mini,U191
model,GPT-4.1-mini,U216
model,GPT-4.1-mini,U235
model,Mixtral,U046
model,Mixtral,U075
model,Mixtral,U166
model,Mixtral,U211
model,Claude Haiku 4.5,U204
model,Claude Haiku 4.5,U221
model,Claude Haiku 4.5,U235
model,CodeParrot,U078
model,CodeParrot,U096
model,CodeParrot,U140
model,DeepSeek-Coder-V2,SN002
model,DeepSeek-Coder-V2,SN016
model,DeepSeek-Coder-V2,U068
model,DeepSeek-V2.5,SN001
model,DeepSeek-V2.5,U025
model,DeepSeek-V2.5,U210
model,DeepSeek-V4-Flash,U212
model,DeepSeek-V4-Flash,U219
model,DeepSeek-V4-Flash,U235
model,GPT-5,U137
model,GPT-5,U234
model,GPT-5,U238
model,GPT-5.4-mini,U200
model,GPT-5.4-mini,U212
model,GPT-5.4-mini,U213
model,GPT-OSS,U145
model,GPT-OSS,U204
model,GPT-OSS,U231
model,Gemini 1.5 Pro,U074
model,Gemini 1.5 Pro,U075
model,Gemini 1.5 Pro,U177
model,Gemini 2.5 Flash,U147
model,Gemini 2.5 Flash,U148
model,Gemini 2.5 Flash,U215
model,InstructGPT,U041
model,InstructGPT,U074
model,InstructGPT,U084
model,Llama 2,SN010
model,Llama 2,U022
model,Llama 2,U097
model,Not reported,SN014
model,Not reported,U050
model,Not reported,U207
model,PLBART,U013
model,PLBART,U029
model,PLBART,U088
model,Phi-1,U078
model,Phi-1,U088
model,Phi-1,U096
model,Qwen3.5,U200
model,Qwen3.5,U229
model,Qwen3.5,U233
model,SantaCoder,SN009
model,SantaCoder,U063
model,SantaCoder,U088
model,T5,U028
model,T5,U095
model,T5,U182
model,Claude 3 Haiku,U075
model,Claude 3 Haiku,U107
model,Claude 3 Sonnet,U075
model,Claude 3 Sonnet,U107
model,Claude 3.5 Haiku,U115
model,Claude 3.5 Haiku,U124
model,Claude Opus 4.5,U230
model,Claude Opus 4.5,U234
model,Claude Sonnet 4,U147
model,Claude Sonnet 4,U148
model,Claude Sonnet 4.5,U204
model,Claude Sonnet 4.5,U238
model,Claude Sonnet 4.6,U149
model,Claude Sonnet 4.6,U230
model,Copilot (backend unspecified),U067
model,Copilot (backend unspecified),U101
model,Gemma 2,U068
model,Gemma 2,U091
model,Gemma 3,U160
model,Gemma 3,U198
model,Grok 3,U147
model,Grok 3,U148
model,Grok 4,U147
model,Grok 4,U148
model,Magicoder,U026
model,Magicoder,U185
model,Phi-4-mini,U160
model,Phi-4-mini,U173
model,PolyCoder,U078
model,PolyCoder,U096
model,Qwen2,U088
model,Qwen2,U094
model,Qwen3-Coder-Plus,U147
model,Qwen3-Coder-Plus,U148
model,Qwen3-Plus,U147
model,Qwen3-Plus,U148
model,o1,U179
model,o1,U203
model,o3,U208
model,o3,U216
model,ALBERT,U182
model,BERT,U182
model,BLOOM,U043
model,CAT-LM,U004
model,ChatGPT (backend unspecified),U035
model,ChatGPT Code Interpreter (backend unconfirmed),U007
model,Claude Fable 5,U230
model,Claude Opus 4.6,U230
model,Claude Opus 4.7,U220
model,Claude Opus 4.8,U230
model,CodeGeeX2,SN009
model,CodeGeeX4,U086
model,CodeGen2.5,U084
model,CodeShell,U088
model,DeciCoder,U088
model,DeepSeek-V4-Pro,U204
model,Devstral,U149
model,DiffuCoder,U205
model,DistilBERT,U182
model,Dream,U205
model,GLM-4,U189
model,GLM-4.6,U223
model,GLM-5,U204
model,GLM-5.2,U219
model,GPT-4.1-nano,U191
model,GPT-4.5,U208
model,GPT-5.1,U227
model,GPT-5.1-Codex,U238
model,GPT-5.2,U204
model,GPT-5.4,U226
model,Gemini (version unspecified),U043
model,Gemini 1.0 Pro,SN006
model,Gemini 1.5,U052
model,Gemini 2.0 Flash,U203
model,Gemini 3 Flash,U213
model,Gemini 3 Pro,U203
model,Gemini 3.1 Flash-Lite,U221
model,Gemini 3.1 Pro,U220
model,Gemma 1,SN006
model,Gemma 3n,U224
model,Granite,U055
model,Kimi-K2.5,U204
model,Llama (version unspecified),U077
model,MiniMax-M2.7,U204
model,Mistral (22B unspecified),U159
model,Mistral Large 3,U213
model,Phi-2,U088
model,Phi-3,U061
model,Phi-4,U173
model,Phi-4-reasoning,U173
model,Qwen-Plus,U119
model,Qwen3-Coder-Flash,U133
model,Qwen3-Coder-Next,U204
model,Qwen3.6,U219
model,RoBERTa,U182
model,Seed-Coder,U160
model,SeedCode (API version unspecified),U146
model,StarChat,U072
model,StarEncoder,U087
model,TinyLlama,U061
model,Unnamed proprietary LLM,U044
model,WizardCoder,SN009
model,Yi-Coder,U204
model,o1-mini,U154
model,o3-mini,U194
strategy,Zero-shot,SN006
strategy,Zero-shot,U007
strategy,Zero-shot,U009
strategy,Zero-shot,U010
strategy,Zero-shot,U012
strategy,Zero-shot,U014
strategy,Zero-shot,U015
strategy,Zero-shot,U016
strategy,Zero-shot,U018
strategy,Zero-shot,U019
strategy,Zero-shot,U022
strategy,Zero-shot,U023
strategy,Zero-shot,U025
strategy,Zero-shot,U026
strategy,Zero-shot,U027
strategy,Zero-shot,U030
strategy,Zero-shot,U032
strategy,Zero-shot,U033
strategy,Zero-shot,U034
strategy,Zero-shot,U035
strategy,Zero-shot,U038
strategy,Zero-shot,U041
strategy,Zero-shot,U042
strategy,Zero-shot,U043
strategy,Zero-shot,U044
strategy,Zero-shot,U045
strategy,Zero-shot,U046
strategy,Zero-shot,U047
strategy,Zero-shot,U048
strategy,Zero-shot,U049
strategy,Zero-shot,U052
strategy,Zero-shot,U053
strategy,Zero-shot,U054
strategy,Zero-shot,U055
strategy,Zero-shot,U056
strategy,Zero-shot,U057
strategy,Zero-shot,U058
strategy,Zero-shot,U062
strategy,Zero-shot,U063
strategy,Zero-shot,U066
strategy,Zero-shot,U067
strategy,Zero-shot,U068
strategy,Zero-shot,U069
strategy,Zero-shot,U070
strategy,Zero-shot,U071
strategy,Zero-shot,U072
strategy,Zero-shot,U075
strategy,Zero-shot,U077
strategy,Zero-shot,U079
strategy,Zero-shot,U082
strategy,Zero-shot,U083
strategy,Zero-shot,U084
strategy,Zero-shot,U086
strategy,Zero-shot,U088
strategy,Zero-shot,U090
strategy,Zero-shot,U091
strategy,Zero-shot,U092
strategy,Zero-shot,U093
strategy,Zero-shot,U094
strategy,Zero-shot,U097
strategy,Zero-shot,U098
strategy,Zero-shot,U099
strategy,Zero-shot,U102
strategy,Zero-shot,U103
strategy,Zero-shot,U107
strategy,Zero-shot,U111
strategy,Zero-shot,U115
strategy,Zero-shot,U116
strategy,Zero-shot,U117
strategy,Zero-shot,U118
strategy,Zero-shot,U119
strategy,Zero-shot,U120
strategy,Zero-shot,U127
strategy,Zero-shot,U129
strategy,Zero-shot,U135
strategy,Zero-shot,U137
strategy,Zero-shot,U147
strategy,Zero-shot,U148
strategy,Zero-shot,U149
strategy,Zero-shot,U153
strategy,Zero-shot,U156
strategy,Zero-shot,U159
strategy,Zero-shot,U160
strategy,Zero-shot,U162
strategy,Zero-shot,U165
strategy,Zero-shot,U166
strategy,Zero-shot,U171
strategy,Zero-shot,U173
strategy,Zero-shot,U174
strategy,Zero-shot,U176
strategy,Zero-shot,U177
strategy,Zero-shot,U178
strategy,Zero-shot,U182
strategy,Zero-shot,U185
strategy,Zero-shot,U188
strategy,Zero-shot,U191
strategy,Zero-shot,U192
strategy,Zero-shot,U193
strategy,Zero-shot,U194
strategy,Zero-shot,U195
strategy,Zero-shot,U196
strategy,Zero-shot,U197
strategy,Zero-shot,U199
strategy,Zero-shot,U201
strategy,Zero-shot,U202
strategy,Zero-shot,U203
strategy,Zero-shot,U204
strategy,Zero-shot,U205
strategy,Zero-shot,U206
strategy,Zero-shot,U208
strategy,Zero-shot,U209
strategy,Zero-shot,U210
strategy,Zero-shot,U211
strategy,Zero-shot,U212
strategy,Zero-shot,U219
strategy,Zero-shot,U220
strategy,Zero-shot,U221
strategy,Zero-shot,U224
strategy,Zero-shot,U231
strategy,Zero-shot,U235
strategy,Zero-shot,U238
strategy,Zero-shot,U239
strategy,Few-shot,SN001
strategy,Few-shot,U015
strategy,Few-shot,U018
strategy,Few-shot,U020
strategy,Few-shot,U022
strategy,Few-shot,U025
strategy,Few-shot,U026
strategy,Few-shot,U027
strategy,Few-shot,U030
strategy,Few-shot,U033
strategy,Few-shot,U034
strategy,Few-shot,U036
strategy,Few-shot,U039
strategy,Few-shot,U055
strategy,Few-shot,U059
strategy,Few-shot,U061
strategy,Few-shot,U062
strategy,Few-shot,U064
strategy,Few-shot,U070
strategy,Few-shot,U071
strategy,Few-shot,U072
strategy,Few-shot,U073
strategy,Few-shot,U074
strategy,Few-shot,U082
strategy,Few-shot,U083
strategy,Few-shot,U100
strategy,Few-shot,U105
strategy,Few-shot,U110
strategy,Few-shot,U111
strategy,Few-shot,U118
strategy,Few-shot,U120
strategy,Few-shot,U122
strategy,Few-shot,U126
strategy,Few-shot,U129
strategy,Few-shot,U131
strategy,Few-shot,U145
strategy,Few-shot,U163
strategy,Few-shot,U166
strategy,Few-shot,U167
strategy,Few-shot,U169
strategy,Few-shot,U172
strategy,Few-shot,U175
strategy,Few-shot,U177
strategy,Few-shot,U188
strategy,Few-shot,U189
strategy,Few-shot,U193
strategy,Few-shot,U196
strategy,Few-shot,U211
strategy,Few-shot,U212
strategy,Few-shot,U214
strategy,Few-shot,U216
strategy,Few-shot,U227
strategy,Few-shot,U229
strategy,Few-shot,U232
strategy,Few-shot,U233
strategy,CoT,SN006
strategy,CoT,SN015
strategy,CoT,SN016
strategy,CoT,U015
strategy,CoT,U017
strategy,CoT,U019
strategy,CoT,U025
strategy,CoT,U030
strategy,CoT,U036
strategy,CoT,U045
strategy,CoT,U057
strategy,CoT,U059
strategy,CoT,U064
strategy,CoT,U069
strategy,CoT,U071
strategy,CoT,U072
strategy,CoT,U074
strategy,CoT,U075
strategy,CoT,U086
strategy,CoT,U119
strategy,CoT,U120
strategy,CoT,U122
strategy,CoT,U127
strategy,CoT,U128
strategy,CoT,U129
strategy,CoT,U130
strategy,CoT,U132
strategy,CoT,U136
strategy,CoT,U141
strategy,CoT,U142
strategy,CoT,U145
strategy,CoT,U148
strategy,CoT,U158
strategy,CoT,U159
strategy,CoT,U165
strategy,CoT,U166
strategy,CoT,U167
strategy,CoT,U171
strategy,CoT,U175
strategy,CoT,U176
strategy,CoT,U179
strategy,CoT,U191
strategy,CoT,U196
strategy,CoT,U198
strategy,CoT,U201
strategy,CoT,U202
strategy,CoT,U208
strategy,CoT,U211
strategy,CoT,U217
strategy,CoT,U222
strategy,CoT,U223
strategy,CoT,U232
strategy,CoT,U234
strategy,CoT,U235
strategy,Other prompting,SN001
strategy,Other prompting,SN002
strategy,Other prompting,SN003
strategy,Other prompting,SN005
strategy,Other prompting,SN009
strategy,Other prompting,SN010
strategy,Other prompting,SN011
strategy,Other prompting,SN012
strategy,Other prompting,SN013
strategy,Other prompting,SN014
strategy,Other prompting,SN015
strategy,Other prompting,SN016
strategy,Other prompting,SN017
strategy,Other prompting,U004
strategy,Other prompting,U050
strategy,Other prompting,U060
strategy,Other prompting,U101
strategy,Other prompting,U123
strategy,Other prompting,U124
strategy,Other prompting,U133
strategy,Other prompting,U134
strategy,Other prompting,U146
strategy,Other prompting,U154
strategy,Other prompting,U155
strategy,Other prompting,U157
strategy,Other prompting,U200
strategy,Other prompting,U213
strategy,Other prompting,U215
strategy,Other prompting,U226
strategy,Other prompting,U230
strategy,Other prompting,U236
strategy,Full FT,SN004
strategy,Full FT,U002
strategy,Full FT,U005
strategy,Full FT,U006
strategy,Full FT,U008
strategy,Full FT,U009
strategy,Full FT,U011
strategy,Full FT,U013
strategy,Full FT,U024
strategy,Full FT,U028
strategy,Full FT,U029
strategy,Full FT,U035
strategy,Full FT,U061
strategy,Full FT,U065
strategy,Full FT,U078
strategy,Full FT,U088
strategy,Full FT,U108
strategy,Full FT,U109
strategy,Full FT,U125
strategy,Full FT,U180
strategy,Full FT,U181
strategy,Full FT,U188
strategy,Full FT,U190
strategy,Full FT,U197
